
Ultralytics YOLOv8.0.203 🚀 Python-3.10.9 torch-2.1.0 CPU (Apple M1)
Model summary (fused): 168 layers, 11126358 parameters, 0 gradients, 28.4 GFLOPs
image 1/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/A0250662J_20220904_carrying_5966_360.png: 384x640 1 gun, 96.5ms
image 62/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_800.png: 384x640 1 gun, 77.8ms
image 63/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_820.png: 384x640 1 gun, 76.8ms
image 64/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_840.png: 384x640 1 gun, 76.0ms
image 65/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_860.png: 384x640 1 gun, 77.9ms
image 66/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_880.png: 384x640 1 gun, 73.7ms
image 67/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_900.png: 384x640 1 gun, 74.8ms
image 68/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_920.png: 384x640 1 gun, 79.0ms
image 69/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_940.png: 384x640 (no detections), 83.3ms
image 70/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_960.png: 384x640 (no detections), 84.4ms
image 71/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat4_converted_980.png: 384x640 (no detections), 73.7ms
image 72/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat7_converted_120.png: 384x640 (no detections), 78.9ms
image 73/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat8_converted_100.png: 384x640 (no detections), 76.2ms
image 74/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat8_converted_120.png: 384x640 (no detections), 77.2ms
image 75/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat8_converted_140.png: 384x640 (no detections), 76.8ms
image 76/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/Threat8_converted_80.png: 384x640 (no detections), 77.2ms
image 77/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carry5(Wu Yuhao)_220.png: 384x640 (no detections), 74.6ms
image 78/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying 6_100.png: 384x640 (no detections), 72.9ms
image 79/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying 6_120.png: 384x640 (no detections), 76.1ms
image 80/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_100(1).png: 384x640 (no detections), 77.2ms
image 81/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_100.png: 384x640 (no detections), 75.3ms
image 82/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_120(1).png: 384x640 (no detections), 73.5ms
image 83/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_120.png: 384x640 (no detections), 72.7ms
image 84/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_140.png: 384x640 1 gun, 73.7ms
image 85/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_160.png: 384x640 (no detections), 75.3ms
image 86/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_180.png: 384x640 (no detections), 77.0ms
image 87/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_200.png: 384x640 (no detections), 76.2ms
image 88/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_220.png: 384x640 (no detections), 76.2ms
image 89/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(ANTHONY LIE)_80.png: 384x640 1 gun, 75.7ms
image 90/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(Hoeymork Haavar)_100.png: 384x640 (no detections), 76.1ms
image 91/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(Hoeymork Haavar)_160.png: 384x640 1 gun, 73.9ms
image 92/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(Hoeymork Haavar)_180.png: 384x640 1 gun, 76.5ms
image 93/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(Hoeymork Haavar)_80.png: 384x640 (no detections), 82.0ms
image 94/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(LIAO TIANCHANG)_100.png: 480x640 3 guns, 95.2ms
image 95/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(LIAO TIANCHANG)_120.png: 480x640 3 guns, 95.3ms
image 96/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(LIAO TIANCHANG)_140.png: 480x640 4 guns, 95.6ms
image 97/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying4(LIAO TIANCHANG)_80.png: 480x640 2 guns, 104.5ms
image 98/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(ANTHONY LIE)_100.png: 384x640 (no detections), 88.5ms
image 99/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(ANTHONY LIE)_120.png: 384x640 1 gun, 80.2ms
image 100/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(ANTHONY LIE)_160.png: 384x640 (no detections), 72.2ms
image 101/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(ANTHONY LIE)_180.png: 384x640 (no detections), 76.4ms
image 102/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(ANTHONY LIE)_200.png: 384x640 (no detections), 73.5ms
image 103/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(ANTHONY LIE)_220.png: 384x640 (no detections), 74.9ms
image 104/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(ANTHONY LIE)_80.png: 384x640 (no detections), 71.8ms
image 105/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_100.png: 384x640 (no detections), 75.8ms
image 106/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_140.png: 384x640 (no detections), 82.3ms
image 107/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_160.png: 384x640 (no detections), 84.9ms
image 108/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_180.png: 384x640 (no detections), 77.3ms
image 109/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_200.png: 384x640 (no detections), 77.9ms
image 110/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_220.png: 384x640 (no detections), 77.1ms
image 111/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_240.png: 384x640 (no detections), 75.2ms
image 112/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_260.png: 384x640 (no detections), 75.6ms
image 113/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_280.png: 384x640 (no detections), 72.8ms
image 114/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_300.png: 384x640 (no detections), 73.5ms
image 115/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_320.png: 384x640 (no detections), 75.2ms
image 116/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_340.png: 384x640 (no detections), 76.8ms
image 117/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_360.png: 384x640 (no detections), 75.6ms
image 118/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_380.png: 384x640 (no detections), 74.9ms
image 119/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_400.png: 384x640 (no detections), 73.2ms
image 120/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_420.png: 384x640 (no detections), 73.0ms
image 121/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(Hoeymork Haavar)_80.png: 384x640 (no detections), 78.3ms
image 122/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(LIAO TIANCHANG)_100.png: 480x640 (no detections), 94.2ms
image 123/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(LIAO TIANCHANG)_120.png: 480x640 (no detections), 97.7ms
image 124/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(LIAO TIANCHANG)_140.png: 480x640 (no detections), 102.1ms
image 125/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying5(LIAO TIANCHANG)_80.png: 480x640 1 gun, 109.2ms
image 126/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying6(ANTHONY LIE)_120.png: 384x640 2 guns, 93.4ms
image 127/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying6(ANTHONY LIE)_140.png: 384x640 1 gun, 78.2ms
image 128/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying6(ANTHONY LIE)_160.png: 384x640 1 gun, 79.9ms
image 129/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying6(ANTHONY LIE)_180.png: 384x640 1 gun, 81.1ms
image 130/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying6(ANTHONY LIE)_200.png: 384x640 1 gun, 77.4ms
image 131/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying6(ANTHONY LIE)_220.png: 384x640 1 gun, 77.6ms
image 132/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying6(ANTHONY LIE)_80.png: 384x640 1 gun, 78.0ms
image 133/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying6(LIAO TIANCHANG)_80.png: 480x640 (no detections), 95.3ms
image 134/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying7(LIAO TIANCHANG)_100.png: 480x640 1 gun, 94.8ms
image 135/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying7(LIAO TIANCHANG)_120.png: 480x640 (no detections), 96.5ms
image 136/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying7(LIAO TIANCHANG)_140.png: 480x640 1 gun, 95.6ms
image 137/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying_1_100.png: 384x640 1 gun, 76.1ms
image 138/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying_1_120.png: 384x640 1 gun, 74.1ms
image 139/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying_1_140.png: 384x640 1 gun, 75.0ms
image 140/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying_1_160.png: 384x640 1 gun, 76.4ms
image 141/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying_1_80.png: 384x640 1 gun, 78.1ms
image 142/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying_3_120.png: 384x640 (no detections), 75.6ms
image 143/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying_3_140.png: 384x640 1 gun, 78.6ms
image 144/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/carrying_4_100.png: 352x640 (no detections), 72.2ms
image 145/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_8918_220.png: 384x640 1 gun, 76.5ms
image 146/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_8918_240.png: 384x640 1 gun, 76.4ms
image 147/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_8918_260.png: 384x640 (no detections), 74.0ms
image 148/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_100.png: 384x640 (no detections), 75.5ms
image 149/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_120.png: 384x640 (no detections), 76.0ms
image 150/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_140.png: 384x640 (no detections), 75.2ms
image 151/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_160.png: 384x640 (no detections), 76.6ms
image 152/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_180.png: 384x640 (no detections), 78.3ms
image 153/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_200.png: 384x640 (no detections), 73.8ms
image 154/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_220.png: 384x640 (no detections), 72.5ms
image 155/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_240.png: 384x640 1 gun, 76.3ms
image 156/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_260.png: 384x640 (no detections), 77.5ms
image 157/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/e0426326_20220901_carry_9169_80.png: 384x640 (no detections), 75.3ms
image 158/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/gunthreat_100.png: 384x640 (no detections), 77.6ms
image 159/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/gunthreat_120.png: 384x640 (no detections), 78.6ms
image 160/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/gunthreat_140.png: 384x640 1 gun, 74.9ms
image 161/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/gunthreat_160.png: 384x640 1 gun, 76.5ms
image 162/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/gunthreat_180.png: 384x640 2 guns, 77.5ms
image 163/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/gunthreat_200.png: 384x640 1 gun, 73.1ms
image 164/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/gunthreat_220.png: 384x640 (no detections), 77.8ms
image 165/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/gunthreat_80.png: 384x640 (no detections), 74.7ms
image 166/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 2_100.png: 384x640 1 gun, 74.3ms
image 167/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 2_120.png: 384x640 2 guns, 75.2ms
image 168/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 2_140.png: 384x640 1 gun, 75.1ms
image 169/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 2_80.png: 384x640 1 gun, 75.2ms
image 170/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_100.png: 384x640 1 gun, 81.3ms
image 171/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_120.png: 384x640 1 gun, 77.5ms
image 172/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_140.png: 384x640 1 gun, 72.7ms
image 173/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_160.png: 384x640 1 gun, 76.0ms
image 174/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_180.png: 384x640 1 gun, 75.0ms
image 175/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_200.png: 384x640 1 gun, 74.5ms
image 176/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_220.png: 384x640 1 gun, 74.2ms
image 177/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_240.png: 384x640 1 gun, 75.8ms
image 178/652 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/gun/threat 4_260.png: 384x640 1 gun, 72.5ms
