
Ultralytics YOLOv8.0.203 🚀 Python-3.10.9 torch-2.1.0 CPU (Apple M1)
Model summary (fused): 168 layers, 11126358 parameters, 0 gradients, 28.4 GFLOPs
image 1/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0227648U_normal_2222_80.png: 384x640 (no detections), 93.8ms
image 112/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0025_140.png: 384x640 (no detections), 94.6ms
image 113/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0025_160.png: 384x640 (no detections), 94.4ms
image 114/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0025_180.png: 384x640 (no detections), 97.3ms
image 115/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0025_200.png: 384x640 (no detections), 96.6ms
image 116/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0025_220.png: 384x640 (no detections), 99.4ms
image 117/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0025_240.png: 384x640 (no detections), 99.3ms
image 118/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0025_260.png: 384x640 (no detections), 96.0ms
image 119/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0025_280.png: 384x640 (no detections), 98.5ms
image 120/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0025_80.png: 384x640 (no detections), 98.4ms
image 121/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0026_400.png: 352x640 (no detections), 93.4ms
image 122/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0026_420.png: 352x640 (no detections), 98.4ms
image 123/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0026_440.png: 352x640 (no detections), 98.9ms
image 124/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0026_460.png: 352x640 (no detections), 100.7ms
image 125/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0026_480.png: 352x640 (no detections), 106.3ms
image 126/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0026_500.png: 352x640 (no detections), 105.4ms
image 127/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0026_520.png: 352x640 (no detections), 105.0ms
image 128/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0026_540.png: 352x640 (no detections), 106.3ms
image 129/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0026_560.png: 352x640 (no detections), 103.1ms
image 130/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_100.png: 640x384 (no detections), 106.4ms
image 131/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_120.png: 640x384 (no detections), 102.5ms
image 132/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_140.png: 640x384 (no detections), 96.6ms
image 133/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_160.png: 640x384 (no detections), 97.4ms
image 134/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_180.png: 640x384 (no detections), 96.6ms
image 135/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_200.png: 640x384 (no detections), 96.5ms
image 136/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_220.png: 640x384 (no detections), 98.2ms
image 137/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_240.png: 640x384 (no detections), 96.3ms
image 138/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_260.png: 640x384 (no detections), 95.8ms
image 139/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_280.png: 640x384 (no detections), 99.3ms
image 140/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_300.png: 640x384 (no detections), 104.6ms
image 141/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_320.png: 640x384 1 gun, 101.9ms
image 142/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_340.png: 640x384 1 gun, 98.6ms
image 143/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_360.png: 640x384 (no detections), 95.7ms
image 144/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_380.png: 640x384 (no detections), 98.8ms
image 145/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_400.png: 640x384 (no detections), 100.2ms
image 146/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_420.png: 640x384 (no detections), 97.3ms
image 147/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_440.png: 640x384 (no detections), 99.2ms
image 148/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_460.png: 640x384 (no detections), 98.9ms
image 149/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_480.png: 640x384 1 gun, 96.4ms
image 150/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_500.png: 640x384 (no detections), 111.5ms
image 151/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_520.png: 640x384 (no detections), 103.9ms
image 152/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_540.png: 640x384 (no detections), 98.4ms
image 153/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_560.png: 640x384 (no detections), 97.4ms
image 154/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_580.png: 640x384 (no detections), 97.6ms
image 155/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_600.png: 640x384 1 gun, 102.8ms
image 156/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_620.png: 640x384 (no detections), 97.8ms
image 157/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_640.png: 640x384 (no detections), 101.0ms
image 158/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_660.png: 640x384 1 gun, 98.6ms
image 159/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_680.png: 640x384 (no detections), 98.7ms
image 160/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_700.png: 640x384 (no detections), 97.7ms
image 161/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_720.png: 640x384 (no detections), 99.3ms
image 162/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_740.png: 640x384 (no detections), 98.3ms
image 163/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254360L_20220904_normal_0027_80.png: 640x384 1 gun, 97.5ms
image 164/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254392B_20220904_normal_0000_100.png: 352x640 (no detections), 91.0ms
image 165/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254392B_20220904_normal_0000_120.png: 352x640 (no detections), 93.0ms
image 166/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254392B_20220904_normal_0000_140.png: 352x640 (no detections), 88.7ms
image 167/1265 /Users/tianze/cs4243_lab/miniproject/jizhuo1105/datasets/test/norm/A0254392B_20220904_normal_0000_160.png: 352x640 (no detections), 91.2ms
